transaction_id,date,store_id,region,product_id,category,price,quantity,discount_pct,amount,gender,age_group,payment_method,is_promo_period
4609,2025-02-16,8,Москва,44,Косметика и гигиена,392.07,3,0.0,1176.21,Женский,46-60,Карта,0
4610,2025-02-16,21,Екатеринбург,38,Косметика и гигиена,312.62,6,0.0,1875.72,Женский,60+,Наличные,0
4611,2025-02-16,8,Москва,28,Лекарства (без рецепта),235.28,5,0.0,1176.4,Женский,46-60,Онлайн,0
4612,2025-02-16,17,Новосибирск,24,Лекарства (без рецепта),295.65,7,0.0,2069.55,Женский,46-60,Наличные,0
4613,2025-02-16,11,Санкт-Петербург,45,Косметика и гигиена,408.22,2,0.0,816.44,Мужской,46-60,Карта,0
4614,2025-02-16,10,Санкт-Петербург,2,Лекарства (рецепт),518.76,3,0.0,1556.28,Мужской,60+,Карта,0
4615,2025-02-16,16,Казань,31,Лекарства (без рецепта),256.56,8,0.0,2052.48,Мужской,31-45,Карта,0
4616,2025-02-16,2,Москва,48,Косметика и гигиена,234.26,5,0.0,1171.3,Мужской,18-30,Онлайн,0
4617,2025-02-16,19,Новосибирск,66,БАД и витамины,602.57,3,0.0,1807.71,Женский,18-30,Карта,0
4618,2025-02-16,22,Екатеринбург,2,Лекарства (рецепт),518.76,4,0.0,2075.04,Мужской,18-30,Наличные,0
4619,2025-02-16,13,Санкт-Петербург,1,Лекарства (рецепт),310.8,2,0.0,621.6,Женский,46-60,Наличные,0
4620,2025-02-16,4,Москва,36,Косметика и гигиена,269.55,2,0.0,539.1,Женский,31-45,Онлайн,0
4621,2025-02-16,15,Казань,56,БАД и витамины,442.76,2,0.0,885.52,Мужской,18-30,Карта,0
4622,2025-02-16,6,Москва,19,Лекарства (без рецепта),221.19,5,0.0,1105.95,Мужской,31-45,Онлайн,0
4623,2025-02-16,22,Екатеринбург,48,Косметика и гигиена,234.26,5,0.0,1171.3,Мужской,60+,Онлайн,0
4624,2025-02-16,4,Москва,29,Лекарства (без рецепта),384.65,2,0.0,769.3,Женский,46-60,Наличные,0
4625,2025-02-16,7,Москва,47,Косметика и гигиена,202.36,2,0.0,404.72,Мужской,46-60,Онлайн,0
4626,2025-02-16,6,Москва,60,БАД и витамины,386.95,2,0.0,773.9,Женский,18-30,Карта,0
4627,2025-02-16,12,Санкт-Петербург,36,Косметика и гигиена,269.55,1,0.0,269.55,Мужской,18-30,Онлайн,0
4628,2025-02-16,6,Москва,50,Косметика и гигиена,316.91,4,0.0,1267.64,Мужской,60+,Онлайн,0
4629,2025-02-16,3,Москва,38,Косметика и гигиена,312.62,4,0.0,1250.48,Женский,18-30,Карта,0
4630,2025-02-16,19,Новосибирск,34,Лекарства (без рецепта),247.64,3,0.0,742.92,Женский,46-60,Карта,0
4631,2025-02-16,17,Новосибирск,58,БАД и витамины,550.25,2,0.0,1100.5,Женский,31-45,Карта,0
4632,2025-02-16,6,Москва,22,Лекарства (без рецепта),296.25,6,0.0,1777.5,Женский,31-45,Онлайн,0
4633,2025-02-16,18,Новосибирск,24,Лекарства (без рецепта),295.65,4,0.0,1182.6,Женский,31-45,Карта,0
4634,2025-02-16,17,Новосибирск,23,Лекарства (без рецепта),295.31,8,0.0,2362.48,Женский,31-45,Карта,0
4635,2025-02-16,7,Москва,56,БАД и витамины,442.76,1,0.0,442.76,Мужской,60+,Онлайн,0
4636,2025-02-16,9,Санкт-Петербург,24,Лекарства (без рецепта),295.65,1,0.0,295.65,Женский,18-30,Онлайн,0
4637,2025-02-16,22,Екатеринбург,28,Лекарства (без рецепта),235.28,4,0.0,941.12,Женский,60+,Наличные,0
4638,2025-02-16,5,Москва,41,Косметика и гигиена,318.23,5,0.0,1591.15,Женский,60+,Наличные,0
4639,2025-02-16,11,Санкт-Петербург,46,Косметика и гигиена,312.96,3,0.0,938.88,Женский,60+,Наличные,0
4640,2025-02-16,15,Казань,64,БАД и витамины,436.83,1,0.0,436.83,Мужской,46-60,Карта,0
4641,2025-02-16,3,Москва,48,Косметика и гигиена,234.26,6,0.0,1405.56,Женский,60+,Карта,0
4642,2025-02-16,2,Москва,29,Лекарства (без рецепта),384.65,1,0.0,384.65,Мужской,31-45,Онлайн,0
4643,2025-02-16,15,Казань,8,Лекарства (рецепт),329.77,3,0.0,989.31,Мужской,46-60,Карта,0
4644,2025-02-16,2,Москва,36,Косметика и гигиена,269.55,5,0.0,1347.75,Женский,18-30,Наличные,0
4645,2025-02-16,3,Москва,23,Лекарства (без рецепта),295.31,10,0.0,2953.1,Женский,46-60,Онлайн,0
4646,2025-02-16,6,Москва,56,БАД и витамины,442.76,5,0.0,2213.8,Мужской,31-45,Карта,0
4647,2025-02-16,3,Москва,27,Лекарства (без рецепта),257.62,3,0.0,772.86,Женский,31-45,Онлайн,0
4648,2025-02-16,19,Новосибирск,44,Косметика и гигиена,392.07,4,0.0,1568.28,Мужской,46-60,Наличные,0
4649,2025-02-16,5,Москва,8,Лекарства (рецепт),329.77,3,0.0,989.31,Мужской,31-45,Карта,0
4650,2025-02-16,15,Казань,46,Косметика и гигиена,312.96,3,0.0,938.88,Женский,60+,Онлайн,0
4651,2025-02-16,9,Санкт-Петербург,41,Косметика и гигиена,318.23,2,0.0,636.46,Мужской,31-45,Онлайн,0
4652,2025-02-16,7,Москва,7,Лекарства (рецепт),538.36,2,0.0,1076.72,Мужской,46-60,Онлайн,0
4653,2025-02-16,16,Казань,51,БАД и витамины,473.69,5,0.0,2368.45,Женский,31-45,Карта,0
4654,2025-02-16,14,Казань,19,Лекарства (без рецепта),221.19,4,0.0,884.76,Мужской,18-30,Онлайн,0
4655,2025-02-16,16,Казань,7,Лекарства (рецепт),538.36,5,0.0,2691.8,Мужской,46-60,Онлайн,0
4656,2025-02-16,22,Екатеринбург,27,Лекарства (без рецепта),257.62,5,0.0,1288.1,Мужской,18-30,Карта,0
4657,2025-02-16,18,Новосибирск,41,Косметика и гигиена,318.23,7,0.0,2227.61,Мужской,18-30,Карта,0
4658,2025-02-16,6,Москва,33,Лекарства (без рецепта),335.53,6,0.0,2013.18,Мужской,60+,Онлайн,0
4659,2025-02-16,8,Москва,24,Лекарства (без рецепта),295.65,4,0.0,1182.6,Женский,31-45,Карта,0
4660,2025-02-16,16,Казань,25,Лекарства (без рецепта),284.73,5,0.0,1423.65,Мужской,18-30,Онлайн,0
4661,2025-02-17,8,Москва,24,Лекарства (без рецепта),295.65,4,0.0,1182.6,Женский,46-60,Онлайн,0
4662,2025-02-17,9,Санкт-Петербург,27,Лекарства (без рецепта),257.62,5,0.0,1288.1,Женский,31-45,Карта,0
4663,2025-02-17,1,Москва,36,Косметика и гигиена,269.55,3,0.0,808.65,Мужской,31-45,Онлайн,0
4664,2025-02-17,21,Екатеринбург,20,Лекарства (без рецепта),325.54,4,0.0,1302.16,Женский,60+,Карта,0
4665,2025-02-17,9,Санкт-Петербург,63,БАД и витамины,710.23,3,0.0,2130.69,Женский,46-60,Наличные,0
4666,2025-02-17,2,Москва,17,Лекарства (без рецепта),223.04,7,0.0,1561.28,Мужской,31-45,Онлайн,0
4667,2025-02-17,13,Санкт-Петербург,22,Лекарства (без рецепта),296.25,4,0.0,1185.0,Мужской,46-60,Онлайн,0
4668,2025-02-17,18,Новосибирск,16,Лекарства (без рецепта),251.55,6,0.0,1509.3,Мужской,46-60,Наличные,0
4669,2025-02-17,2,Москва,57,БАД и витамины,529.38,4,0.0,2117.52,Женский,46-60,Онлайн,0
4670,2025-02-17,15,Казань,46,Косметика и гигиена,312.96,6,0.0,1877.76,Женский,18-30,Онлайн,0
4671,2025-02-17,15,Казань,33,Лекарства (без рецепта),335.53,3,0.0,1006.59,Мужской,31-45,Карта,0
4672,2025-02-17,5,Москва,25,Лекарства (без рецепта),284.73,2,0.0,569.46,Женский,18-30,Онлайн,0
4673,2025-02-17,16,Казань,14,Лекарства (рецепт),458.37,4,0.0,1833.48,Мужской,18-30,Карта,0
4674,2025-02-17,6,Москва,60,БАД и витамины,386.95,6,0.0,2321.7,Женский,31-45,Онлайн,0
4675,2025-02-17,18,Новосибирск,56,БАД и витамины,442.76,4,0.0,1771.04,Женский,18-30,Карта,0
4676,2025-02-17,22,Екатеринбург,36,Косметика и гигиена,269.55,4,0.0,1078.2,Мужской,18-30,Карта,0
4677,2025-02-17,11,Санкт-Петербург,14,Лекарства (рецепт),458.37,2,0.0,916.74,Женский,18-30,Наличные,0
4678,2025-02-17,11,Санкт-Петербург,21,Лекарства (без рецепта),318.02,7,0.0,2226.14,Мужской,18-30,Онлайн,0
4679,2025-02-17,21,Екатеринбург,21,Лекарства (без рецепта),318.02,5,0.0,1590.1,Мужской,46-60,Наличные,0
4680,2025-02-17,19,Новосибирск,38,Косметика и гигиена,312.62,7,0.0,2188.34,Женский,18-30,Карта,0
4681,2025-02-17,9,Санкт-Петербург,45,Косметика и гигиена,408.22,5,0.0,2041.1,Женский,60+,Онлайн,0
4682,2025-02-17,13,Санкт-Петербург,42,Косметика и гигиена,245.36,8,0.0,1962.88,Мужской,31-45,Онлайн,0
4683,2025-02-17,14,Казань,25,Лекарства (без рецепта),284.73,8,0.0,2277.84,Женский,46-60,Онлайн,0
4684,2025-02-17,15,Казань,60,БАД и витамины,386.95,1,0.0,386.95,Женский,46-60,Наличные,0
4685,2025-02-17,11,Санкт-Петербург,38,Косметика и гигиена,312.62,7,0.0,2188.34,Мужской,18-30,Карта,0
4686,2025-02-17,10,Санкт-Петербург,53,БАД и витамины,396.5,1,0.0,396.5,Мужской,18-30,Наличные,0
4687,2025-02-17,9,Санкт-Петербург,51,БАД и витамины,473.69,1,0.0,473.69,Женский,31-45,Карта,0
4688,2025-02-17,8,Москва,8,Лекарства (рецепт),329.77,3,0.0,989.31,Женский,18-30,Онлайн,0
4689,2025-02-17,3,Москва,28,Лекарства (без рецепта),235.28,6,0.0,1411.68,Мужской,60+,Наличные,0
4690,2025-02-17,6,Москва,13,Лекарства (рецепт),383.03,2,0.0,766.06,Женский,46-60,Онлайн,0
4691,2025-02-17,3,Москва,3,Лекарства (рецепт),283.27,3,0.0,849.81,Мужской,31-45,Онлайн,0
4692,2025-02-17,5,Москва,56,БАД и витамины,442.76,5,0.0,2213.8,Женский,18-30,Карта,0
4693,2025-02-17,22,Екатеринбург,55,БАД и витамины,576.48,1,0.0,576.48,Мужской,31-45,Карта,0
4694,2025-02-17,18,Новосибирск,48,Косметика и гигиена,234.26,4,0.0,937.04,Мужской,60+,Карта,0
4695,2025-02-17,2,Москва,62,БАД и витамины,628.56,4,0.0,2514.24,Мужской,18-30,Онлайн,0
4696,2025-02-17,18,Новосибирск,33,Лекарства (без рецепта),335.53,3,0.0,1006.59,Мужской,31-45,Онлайн,0
4697,2025-02-17,3,Москва,28,Лекарства (без рецепта),235.28,2,0.0,470.56,Мужской,31-45,Карта,0
4698,2025-02-17,10,Санкт-Петербург,21,Лекарства (без рецепта),318.02,8,0.0,2544.16,Мужской,18-30,Онлайн,0
4699,2025-02-17,1,Москва,62,БАД и витамины,628.56,2,0.0,1257.12,Женский,46-60,Карта,0
4700,2025-02-17,12,Санкт-Петербург,35,Лекарства (без рецепта),266.61,5,0.0,1333.05,Женский,46-60,Онлайн,0
4701,2025-02-17,10,Санкт-Петербург,47,Косметика и гигиена,202.36,1,0.0,202.36,Мужской,18-30,Карта,0
4702,2025-02-17,18,Новосибирск,52,БАД и витамины,398.63,1,0.0,398.63,Мужской,18-30,Карта,0
4703,2025-02-17,7,Москва,37,Косметика и гигиена,362.46,5,0.0,1812.3,Мужской,18-30,Онлайн,0
4704,2025-02-17,2,Москва,37,Косметика и гигиена,362.46,3,0.0,1087.38,Женский,46-60,Онлайн,0
4705,2025-02-17,22,Екатеринбург,24,Лекарства (без рецепта),295.65,7,0.0,2069.55,Женский,18-30,Карта,0
4706,2025-02-17,9,Санкт-Петербург,19,Лекарства (без рецепта),221.19,2,0.0,442.38,Женский,46-60,Наличные,0
4707,2025-02-17,7,Москва,32,Лекарства (без рецепта),321.04,7,0.0,2247.28,Мужской,18-30,Онлайн,0
4708,2025-02-17,17,Новосибирск,48,Косметика и гигиена,234.26,4,0.0,937.04,Женский,18-30,Карта,0
4709,2025-02-17,3,Москва,6,Лекарства (рецепт),501.67,2,0.0,1003.34,Женский,46-60,Наличные,0
4710,2025-02-17,5,Москва,2,Лекарства (рецепт),518.76,4,0.0,2075.04,Мужской,31-45,Наличные,0
4711,2025-02-17,17,Новосибирск,21,Лекарства (без рецепта),318.02,4,0.0,1272.08,Мужской,18-30,Карта,0
4712,2025-02-17,20,Екатеринбург,6,Лекарства (рецепт),501.67,2,0.0,1003.34,Мужской,31-45,Карта,0
4713,2025-02-17,5,Москва,58,БАД и витамины,550.25,2,0.0,1100.5,Мужской,46-60,Наличные,0
4714,2025-02-17,12,Санкт-Петербург,3,Лекарства (рецепт),283.27,4,0.0,1133.08,Женский,46-60,Карта,0
4715,2025-02-17,2,Москва,38,Косметика и гигиена,312.62,2,0.0,625.24,Женский,60+,Наличные,0
4716,2025-02-17,3,Москва,42,Косметика и гигиена,245.36,4,0.0,981.44,Женский,60+,Наличные,0
4717,2025-02-17,5,Москва,66,БАД и витамины,602.57,2,0.0,1205.14,Женский,46-60,Наличные,0
4718,2025-02-17,16,Казань,10,Лекарства (рецепт),414.76,1,0.0,414.76,Женский,18-30,Наличные,0
4719,2025-02-17,19,Новосибирск,37,Косметика и гигиена,362.46,2,0.0,724.92,Мужской,60+,Онлайн,0
4720,2025-02-17,15,Казань,11,Лекарства (рецепт),348.5,2,0.0,697.0,Женский,18-30,Онлайн,0
4721,2025-02-17,15,Казань,21,Лекарства (без рецепта),318.02,5,0.0,1590.1,Женский,46-60,Карта,0
4722,2025-02-17,3,Москва,11,Лекарства (рецепт),348.5,1,0.0,348.5,Мужской,60+,Наличные,0
4723,2025-02-17,14,Казань,13,Лекарства (рецепт),383.03,1,0.0,383.03,Женский,60+,Карта,0
4724,2025-02-17,20,Екатеринбург,19,Лекарства (без рецепта),221.19,3,0.0,663.57,Мужской,31-45,Карта,0
4725,2025-02-17,20,Екатеринбург,1,Лекарства (рецепт),310.8,3,0.0,932.4,Женский,46-60,Карта,0
4726,2025-02-17,20,Екатеринбург,51,БАД и витамины,473.69,2,0.0,947.38,Мужской,46-60,Карта,0
4727,2025-02-17,19,Новосибирск,48,Косметика и гигиена,234.26,3,0.0,702.78,Женский,18-30,Онлайн,0
4728,2025-02-17,19,Новосибирск,9,Лекарства (рецепт),319.32,3,0.0,957.96,Мужской,31-45,Онлайн,0
4729,2025-02-17,21,Екатеринбург,65,БАД и витамины,469.32,3,0.0,1407.96,Женский,46-60,Карта,0
4730,2025-02-17,4,Москва,36,Косметика и гигиена,269.55,7,0.0,1886.85,Женский,60+,Онлайн,0
4731,2025-02-17,13,Санкт-Петербург,42,Косметика и гигиена,245.36,2,0.0,490.72,Женский,46-60,Онлайн,0
4732,2025-02-17,8,Москва,9,Лекарства (рецепт),319.32,1,0.0,319.32,Женский,60+,Онлайн,0
4733,2025-02-17,17,Новосибирск,22,Лекарства (без рецепта),296.25,4,0.0,1185.0,Мужской,18-30,Наличные,0
4734,2025-02-17,18,Новосибирск,61,БАД и витамины,548.6,1,0.0,548.6,Мужской,46-60,Карта,0
4735,2025-02-17,5,Москва,19,Лекарства (без рецепта),221.19,4,0.0,884.76,Мужской,31-45,Онлайн,0
4736,2025-02-17,18,Новосибирск,25,Лекарства (без рецепта),284.73,5,0.0,1423.65,Мужской,60+,Наличные,0
4737,2025-02-17,20,Екатеринбург,7,Лекарства (рецепт),538.36,2,0.0,1076.72,Женский,60+,Наличные,0
4738,2025-02-17,20,Екатеринбург,20,Лекарства (без рецепта),325.54,3,0.0,976.62,Женский,60+,Карта,0
4739,2025-02-17,18,Новосибирск,2,Лекарства (рецепт),518.76,1,0.0,518.76,Женский,46-60,Карта,0
4740,2025-02-17,4,Москва,60,БАД и витамины,386.95,1,0.0,386.95,Мужской,18-30,Онлайн,0
4741,2025-02-17,6,Москва,46,Косметика и гигиена,312.96,7,0.0,2190.72,Женский,60+,Карта,0
4742,2025-02-17,3,Москва,16,Лекарства (без рецепта),251.55,6,0.0,1509.3,Женский,46-60,Онлайн,0
4743,2025-02-17,21,Екатеринбург,5,Лекарства (рецепт),330.43,1,0.0,330.43,Женский,60+,Наличные,0
4744,2025-02-17,12,Санкт-Петербург,27,Лекарства (без рецепта),257.62,8,0.0,2060.96,Женский,31-45,Карта,0
4745,2025-02-17,2,Москва,35,Лекарства (без рецепта),266.61,7,0.0,1866.27,Женский,31-45,Наличные,0
4746,2025-02-17,18,Новосибирск,47,Косметика и гигиена,202.36,2,0.0,404.72,Женский,60+,Наличные,0
4747,2025-02-17,20,Екатеринбург,27,Лекарства (без рецепта),257.62,4,0.0,1030.48,Мужской,46-60,Карта,0
4748,2025-02-17,15,Казань,36,Косметика и гигиена,269.55,7,0.0,1886.85,Женский,46-60,Онлайн,0
4749,2025-02-17,8,Москва,15,Лекарства (рецепт),465.24,5,0.0,2326.2,Женский,60+,Наличные,0
4750,2025-02-17,21,Екатеринбург,21,Лекарства (без рецепта),318.02,8,0.0,2544.16,Женский,60+,Карта,0
4751,2025-02-17,12,Санкт-Петербург,31,Лекарства (без рецепта),256.56,10,0.0,2565.6,Мужской,60+,Карта,0
4752,2025-02-17,19,Новосибирск,22,Лекарства (без рецепта),296.25,4,0.0,1185.0,Женский,60+,Карта,0
4753,2025-02-17,16,Казань,57,БАД и витамины,529.38,1,0.0,529.38,Женский,60+,Наличные,0
4754,2025-02-17,10,Санкт-Петербург,56,БАД и витамины,442.76,1,0.0,442.76,Женский,46-60,Карта,0
4755,2025-02-17,6,Москва,41,Косметика и гигиена,318.23,3,0.0,954.69,Женский,46-60,Онлайн,0
4756,2025-02-17,18,Новосибирск,1,Лекарства (рецепт),310.8,6,0.0,1864.8,Женский,46-60,Карта,0
4757,2025-02-17,19,Новосибирск,57,БАД и витамины,529.38,5,0.0,2646.9,Женский,18-30,Карта,0
4758,2025-02-17,8,Москва,50,Косметика и гигиена,316.91,4,0.0,1267.64,Женский,18-30,Наличные,0
4759,2025-02-17,11,Санкт-Петербург,58,БАД и витамины,550.25,3,0.0,1650.75,Женский,60+,Карта,0
4760,2025-02-17,5,Москва,35,Лекарства (без рецепта),266.61,7,0.0,1866.27,Женский,18-30,Онлайн,0
4761,2025-02-17,21,Екатеринбург,55,БАД и витамины,576.48,1,0.0,576.48,Мужской,18-30,Онлайн,0
4762,2025-02-18,9,Санкт-Петербург,55,БАД и витамины,576.48,3,0.0,1729.44,Женский,31-45,Онлайн,0
4763,2025-02-18,7,Москва,1,Лекарства (рецепт),310.8,1,0.0,310.8,Мужской,60+,Онлайн,0
4764,2025-02-18,14,Казань,38,Косметика и гигиена,312.62,5,0.0,1563.1,Женский,31-45,Наличные,0
4765,2025-02-18,22,Екатеринбург,52,БАД и витамины,398.63,2,0.0,797.26,Мужской,60+,Карта,0
4766,2025-02-18,6,Москва,7,Лекарства (рецепт),538.36,2,0.0,1076.72,Женский,46-60,Онлайн,0
4767,2025-02-18,9,Санкт-Петербург,24,Лекарства (без рецепта),295.65,3,0.0,886.95,Женский,31-45,Карта,0
4768,2025-02-18,5,Москва,57,БАД и витамины,529.38,2,0.0,1058.76,Женский,31-45,Онлайн,0
4769,2025-02-18,1,Москва,52,БАД и витамины,398.63,1,0.0,398.63,Мужской,31-45,Онлайн,0
4770,2025-02-18,18,Новосибирск,46,Косметика и гигиена,312.96,4,0.0,1251.84,Мужской,31-45,Карта,0
4771,2025-02-18,1,Москва,63,БАД и витамины,710.23,2,0.0,1420.46,Женский,18-30,Онлайн,0
4772,2025-02-18,13,Санкт-Петербург,1,Лекарства (рецепт),310.8,2,0.0,621.6,Женский,31-45,Карта,0
4773,2025-02-18,17,Новосибирск,19,Лекарства (без рецепта),221.19,3,0.0,663.57,Женский,60+,Карта,0
4774,2025-02-18,17,Новосибирск,47,Косметика и гигиена,202.36,4,0.0,809.44,Мужской,31-45,Онлайн,0
4775,2025-02-18,16,Казань,18,Лекарства (без рецепта),359.03,2,0.0,718.06,Мужской,60+,Наличные,0
4776,2025-02-18,20,Екатеринбург,23,Лекарства (без рецепта),295.31,8,0.0,2362.48,Женский,60+,Карта,0
4777,2025-02-18,3,Москва,41,Косметика и гигиена,318.23,3,0.0,954.69,Мужской,31-45,Онлайн,0
4778,2025-02-18,6,Москва,34,Лекарства (без рецепта),247.64,2,0.0,495.28,Мужской,18-30,Карта,0
4779,2025-02-18,20,Екатеринбург,50,Косметика и гигиена,316.91,8,0.0,2535.28,Женский,46-60,Наличные,0
4780,2025-02-18,4,Москва,37,Косметика и гигиена,362.46,2,0.0,724.92,Мужской,31-45,Онлайн,0
4781,2025-02-18,6,Москва,20,Лекарства (без рецепта),325.54,6,0.0,1953.24,Женский,18-30,Карта,0
4782,2025-02-18,7,Москва,28,Лекарства (без рецепта),235.28,3,0.0,705.84,Женский,46-60,Онлайн,0
4783,2025-02-18,7,Москва,13,Лекарства (рецепт),383.03,3,0.0,1149.09,Мужской,31-45,Наличные,0
4784,2025-02-18,6,Москва,17,Лекарства (без рецепта),223.04,8,0.0,1784.32,Мужской,60+,Наличные,0
4785,2025-02-18,12,Санкт-Петербург,65,БАД и витамины,469.32,1,0.0,469.32,Мужской,31-45,Онлайн,0
4786,2025-02-18,21,Екатеринбург,32,Лекарства (без рецепта),321.04,6,0.0,1926.24,Мужской,60+,Наличные,0
4787,2025-02-18,12,Санкт-Петербург,5,Лекарства (рецепт),330.43,1,0.0,330.43,Женский,46-60,Карта,0
4788,2025-02-18,4,Москва,36,Косметика и гигиена,269.55,7,0.0,1886.85,Мужской,18-30,Наличные,0
4789,2025-02-18,4,Москва,37,Косметика и гигиена,362.46,5,0.0,1812.3,Женский,60+,Онлайн,0
4790,2025-02-18,15,Казань,11,Лекарства (рецепт),348.5,3,0.0,1045.5,Мужской,46-60,Карта,0
4791,2025-02-18,8,Москва,7,Лекарства (рецепт),538.36,1,0.0,538.36,Женский,60+,Карта,0
4792,2025-02-18,18,Новосибирск,7,Лекарства (рецепт),538.36,2,0.0,1076.72,Мужской,18-30,Наличные,0
4793,2025-02-18,10,Санкт-Петербург,27,Лекарства (без рецепта),257.62,3,0.0,772.86,Женский,31-45,Онлайн,0
4794,2025-02-18,9,Санкт-Петербург,33,Лекарства (без рецепта),335.53,5,0.0,1677.65,Женский,31-45,Наличные,0
4795,2025-02-18,1,Москва,5,Лекарства (рецепт),330.43,2,0.0,660.86,Женский,31-45,Онлайн,0
4796,2025-02-18,19,Новосибирск,2,Лекарства (рецепт),518.76,1,0.0,518.76,Мужской,18-30,Онлайн,0
4797,2025-02-18,7,Москва,40,Косметика и гигиена,389.97,6,0.0,2339.82,Женский,46-60,Карта,0
4798,2025-02-18,6,Москва,20,Лекарства (без рецепта),325.54,7,0.0,2278.78,Женский,60+,Карта,0
4799,2025-02-18,4,Москва,44,Косметика и гигиена,392.07,3,0.0,1176.21,Женский,31-45,Карта,0
4800,2025-02-18,3,Москва,18,Лекарства (без рецепта),359.03,1,0.0,359.03,Мужской,46-60,Карта,0
4801,2025-02-18,11,Санкт-Петербург,4,Лекарства (рецепт),386.79,4,0.0,1547.16,Женский,60+,Онлайн,0
4802,2025-02-18,8,Москва,35,Лекарства (без рецепта),266.61,4,0.0,1066.44,Мужской,18-30,Карта,0
4803,2025-02-18,1,Москва,43,Косметика и гигиена,308.93,4,0.0,1235.72,Женский,46-60,Онлайн,0
4804,2025-02-18,6,Москва,58,БАД и витамины,550.25,2,0.0,1100.5,Мужской,18-30,Наличные,0
4805,2025-02-18,22,Екатеринбург,24,Лекарства (без рецепта),295.65,10,0.0,2956.5,Женский,31-45,Онлайн,0
4806,2025-02-18,12,Санкт-Петербург,47,Косметика и гигиена,202.36,4,0.0,809.44,Мужской,46-60,Карта,0
4807,2025-02-18,22,Екатеринбург,52,БАД и витамины,398.63,5,0.0,1993.15,Мужской,46-60,Онлайн,0
4808,2025-02-18,4,Москва,40,Косметика и гигиена,389.97,1,0.0,389.97,Женский,18-30,Онлайн,0
4809,2025-02-18,21,Екатеринбург,58,БАД и витамины,550.25,2,0.0,1100.5,Мужской,31-45,Наличные,0
4810,2025-02-18,12,Санкт-Петербург,44,Косметика и гигиена,392.07,3,0.0,1176.21,Женский,46-60,Онлайн,0
4811,2025-02-18,10,Санкт-Петербург,8,Лекарства (рецепт),329.77,2,0.0,659.54,Мужской,31-45,Онлайн,0
4812,2025-02-18,19,Новосибирск,65,БАД и витамины,469.32,3,0.0,1407.96,Женский,18-30,Карта,0
4813,2025-02-18,16,Казань,31,Лекарства (без рецепта),256.56,6,0.0,1539.36,Мужской,31-45,Карта,0
4814,2025-02-18,18,Новосибирск,39,Косметика и гигиена,404.74,6,0.0,2428.44,Женский,46-60,Карта,0
4815,2025-02-18,17,Новосибирск,58,БАД и витамины,550.25,1,0.0,550.25,Мужской,46-60,Онлайн,0
4816,2025-02-18,8,Москва,37,Косметика и гигиена,362.46,7,0.0,2537.22,Женский,31-45,Карта,0
4817,2025-02-18,6,Москва,34,Лекарства (без рецепта),247.64,3,0.0,742.92,Женский,31-45,Наличные,0
4818,2025-02-18,18,Новосибирск,14,Лекарства (рецепт),458.37,3,0.0,1375.11,Мужской,18-30,Карта,0
4819,2025-02-18,19,Новосибирск,60,БАД и витамины,386.95,3,0.0,1160.85,Мужской,18-30,Онлайн,0
4820,2025-02-18,3,Москва,43,Косметика и гигиена,308.93,9,0.0,2780.37,Женский,18-30,Онлайн,0
4821,2025-02-18,8,Москва,53,БАД и витамины,396.5,3,0.0,1189.5,Женский,18-30,Онлайн,0
4822,2025-02-18,5,Москва,53,БАД и витамины,396.5,3,0.0,1189.5,Женский,18-30,Онлайн,0
4823,2025-02-18,20,Екатеринбург,12,Лекарства (рецепт),403.77,2,0.0,807.54,Женский,31-45,Онлайн,0
4824,2025-02-18,12,Санкт-Петербург,26,Лекарства (без рецепта),324.19,7,0.0,2269.33,Женский,60+,Наличные,0
4825,2025-02-18,16,Казань,42,Косметика и гигиена,245.36,4,0.0,981.44,Мужской,18-30,Онлайн,0
4826,2025-02-18,11,Санкт-Петербург,49,Косметика и гигиена,384.98,6,0.0,2309.88,Мужской,18-30,Онлайн,0
4827,2025-02-18,10,Санкт-Петербург,31,Лекарства (без рецепта),256.56,3,0.0,769.68,Женский,46-60,Онлайн,0
4828,2025-02-18,3,Москва,9,Лекарства (рецепт),319.32,5,0.0,1596.6,Женский,60+,Карта,0
4829,2025-02-18,14,Казань,34,Лекарства (без рецепта),247.64,4,0.0,990.56,Мужской,60+,Онлайн,0
4830,2025-02-18,2,Москва,15,Лекарства (рецепт),465.24,1,0.0,465.24,Женский,60+,Карта,0
4831,2025-02-18,7,Москва,55,БАД и витамины,576.48,1,0.0,576.48,Мужской,18-30,Онлайн,0
4832,2025-02-18,7,Москва,39,Косметика и гигиена,404.74,4,0.0,1618.96,Мужской,31-45,Онлайн,0
4833,2025-02-18,13,Санкт-Петербург,20,Лекарства (без рецепта),325.54,3,0.0,976.62,Мужской,18-30,Онлайн,0
4834,2025-02-18,18,Новосибирск,15,Лекарства (рецепт),465.24,3,0.0,1395.72,Женский,31-45,Наличные,0
4835,2025-02-18,7,Москва,32,Лекарства (без рецепта),321.04,3,0.0,963.12,Женский,31-45,Наличные,0
4836,2025-02-18,22,Екатеринбург,31,Лекарства (без рецепта),256.56,4,0.0,1026.24,Женский,46-60,Карта,0
4837,2025-02-18,1,Москва,28,Лекарства (без рецепта),235.28,3,0.0,705.84,Мужской,46-60,Наличные,0
4838,2025-02-18,14,Казань,30,Лекарства (без рецепта),347.78,9,0.0,3130.02,Женский,31-45,Онлайн,0
